product_id,product_key,sku,product_name,category,subcategory,brand,unit_of_measure,unit_cost_usd,unit_price_usd,gross_margin_pct,reorder_level,stock_quantity,product_status,launch_date,weight_kg,is_taxable,created_at,updated_at
115,PROD-00115,SKU-2B44928A,CoreEdge CRM Be 194,Software,CRM,OmniTech,Hour,751.56,879.33,17.0,1,409,Discontinued,2018-01-30,27.16,1,2019-03-11T21:04:42.844199,2024-03-14T02:21:05.230019
116,PROD-00116,SKU-C45147DE,ClearPath Analytics Behavior 417,Software,Analytics,SwiftLine,License,1847.66,2937.78,59.0,49,446,Active,2015-10-05,24.68,1,2022-02-07T07:35:57.109568,2024-10-07T13:12:21.399919
117,PROD-00117,SKU-EB160DE1,ClearPath CRM Reach 218,Software,CRM,TechPro,Subscription/Mo,921.44,1455.88,58.0,2,351,Pending,2022-10-08,26.17,1,2015-07-24T06:13:25.214397,2024-08-03T08:09:32.843004
118,PROD-00118,SKU-5EF05993,BluePeak Storage Story 123,Cloud Services,Storage,PrimeSoft,Subscription/Mo,210.69,339.21,61.0,40,456,Active,2015-04-29,9.69,1,2021-10-03T22:04:35.605099,2024-07-27T23:26:51.763111
119,PROD-00119,SKU-07E1CD7D,NovaSys Binders Fall 379,Office Supplies,Binders,ApexWorks,License,1066.89,1717.69,61.0,17,58,Active,2022-05-20,28.75,1,2022-07-01T12:08:20.801270,2024-05-16T08:55:26.960451
120,PROD-00120,SKU-DA4FB5C6,ApexWorks Productivity Heavy 821,Software,Productivity,BluePeak,Hour,703.88,943.2,34.0,15,87,Active,2022-04-05,9.41,1,2016-05-30T21:38:56.296845,2024-09-29T14:53:45.178022
121,PROD-00121,SKU-4C56FF4C,TechPro Audit Seven 208,Consulting,Audit,NexGen,Each,106.2,124.25,17.0,5,218,Discontinued,2017-08-19,5.45,0,2017-04-19T16:29:54.064565,2024-12-25T20:20:57.605524
122,PROD-00122,SKU-A0A080F4,ClearPath Support Such 180,Consulting,Support,OmniTech,Hour,628.32,1030.44,64.0,8,47,Discontinued,2018-05-03,3.01,1,2021-03-10T04:43:43.803087,2024-05-13T18:10:27.206921
123,PROD-00123,SKU-202CB962,PrimeSoft Networking Guess 364,Cloud Services,Networking,SwiftLine,GB,467.23,598.05,28.0,11,358,Active,2024-07-15,23.68,1,2023-08-09T12:24:51.630150,2024-11-12T13:27:00.615398
124,PROD-00124,SKU-C8FFE9A5,SwiftLine Networking Case 590,Cloud Services,Networking,OmniTech,License,65.38,94.15,44.0,18,393,Active,2024-05-31,18.17,1,2019-01-18T05:03:05.386437,2024-01-12T16:08:11.178810
125,PROD-00125,SKU-3DEF184A,NovaSys Implementation Result 433,Consulting,Implementation,ClearPath,Each,814.34,1286.66,58.0,50,154,Pending,2024-02-26,13.88,0,2021-04-26T22:28:38.997436,2024-01-05T22:23:50.815204
126,PROD-00126,SKU-069059B7,OmniTech Productivity Although 493,Software,Productivity,NovaSys,Subscription/Mo,491.16,613.95,25.0,13,416,Pending,2017-08-08,12.99,0,2015-04-10T09:33:03.015244,2024-12-31T19:57:25.856354
127,PROD-00127,SKU-EC5DECCA,NovaSys Support Since 857,Consulting,Support,PrimeSoft,GB,1091.33,1407.82,29.0,7,303,Pending,2015-10-15,13.94,1,2015-07-26T02:22:57.584548,2024-03-30T20:36:08.664865
128,PROD-00128,SKU-76DC611D,PrimeSoft Compute Foot 211,Cloud Services,Compute,PrimeSoft,GB,619.53,861.15,39.0,20,253,Active,2020-11-06,2.81,1,2022-02-04T03:55:53.136513,2024-05-12T08:56:11.923671
129,PROD-00129,SKU-D1F491A4,OmniTech Implementation Know 644,Consulting,Implementation,BluePeak,GB,1515.37,2348.82,55.0,39,295,Discontinued,2015-10-12,5.95,1,2020-08-25T10:10:51.784923,2024-10-07T03:07:35.457639
130,PROD-00130,SKU-9B861925,NexGen Printers More 835,Office Supplies,Printers,SwiftLine,Each,1589.72,2479.96,56.0,37,4,Pending,2020-09-04,29.59,0,2021-12-04T17:20:21.671649,2024-11-01T01:53:10.531218
131,PROD-00131,SKU-1AFA34A7,TechPro Analytics Be 100,Software,Analytics,ClearPath,Subscription/Mo,129.51,218.87,69.0,7,440,Active,2015-11-13,25.98,1,2015-12-17T02:21:21.707082,2024-11-20T13:02:57.017528
132,PROD-00132,SKU-65DED535,NexGen AI/ML Morning 515,Cloud Services,AI/ML,NexGen,GB,791.57,1060.7,34.0,34,108,Active,2017-02-24,14.3,1,2024-01-21T03:42:09.622689,2024-10-15T05:53:12.697808
133,PROD-00133,SKU-9FC3D715,NexGen Audit Factor 257,Consulting,Audit,BluePeak,License,1687.44,2311.79,37.0,8,5,Active,2019-01-07,19.49,1,2015-09-21T02:04:07.113307,2024-09-24T05:46:48.792638
134,PROD-00134,SKU-02522A2B,ApexWorks Networking Many 757,Cloud Services,Networking,NexGen,GB,1950.08,2398.6,23.0,50,356,Pending,2019-06-27,27.92,1,2023-09-11T06:52:35.824594,2024-07-05T22:13:24.313767
135,PROD-00135,SKU-7F1DE29E,NexGen AI/ML South 463,Cloud Services,AI/ML,CoreEdge,License,851.13,1395.85,64.0,27,309,Active,2021-06-24,17.38,1,2019-10-24T17:56:35.528972,2024-09-01T19:52:38.651747
136,PROD-00136,SKU-42A0E188,SwiftLine Support Fast 134,Consulting,Support,TechPro,Hour,824.62,1220.44,48.0,30,360,Active,2022-03-16,3.48,0,2021-11-26T01:17:51.023116,2024-05-30T15:34:16.335730
137,PROD-00137,SKU-3988C7F8,BluePeak Monitors Remain 576,Electronics,Monitors,ClearPath,Each,1461.72,2148.73,47.0,33,455,Pending,2021-07-05,2.74,0,2022-05-13T04:57:27.381295,2024-05-20T07:47:05.246119
138,PROD-00138,SKU-013D4071,TechPro Webcams Value 451,Electronics,Webcams,ClearPath,Each,1597.21,2140.26,34.0,30,232,Pending,2016-06-21,27.19,1,2020-10-12T22:11:27.598495,2024-09-27T23:26:45.421701
139,PROD-00139,SKU-E00DA03B,BluePeak Database Seem 271,Cloud Services,Database,TechPro,Hour,1921.36,3131.82,63.0,47,155,Pending,2016-05-01,7.89,0,2018-10-21T18:07:25.301563,2024-12-23T22:19:10.230196
140,PROD-00140,SKU-1385974E,BluePeak Training Peace 928,Consulting,Training,PrimeSoft,Each,1147.86,1767.7,54.0,18,248,Active,2018-10-01,3.89,1,2019-12-17T12:10:24.239628,2024-08-14T11:45:05.419016
141,PROD-00141,SKU-0F28B5D4,BluePeak Binders Fact 114,Office Supplies,Binders,NovaSys,Hour,269.41,355.62,32.0,11,465,Pending,2022-03-08,22.2,0,2021-08-09T01:23:59.548544,2024-09-10T03:30:04.636198
142,PROD-00142,SKU-A8BAA565,OmniTech Pens About 285,Office Supplies,Pens,ClearPath,Each,526.2,826.13,57.0,21,43,Active,2022-04-19,17.91,1,2020-05-28T20:25:31.940461,2024-03-09T01:15:36.681681
143,PROD-00143,SKU-903CE922,OmniTech Networking Knowledge 843,Cloud Services,Networking,ApexWorks,License,1541.88,1989.03,29.0,36,375,Active,2024-01-30,1.72,1,2023-01-20T14:26:20.084608,2024-04-25T11:45:13.602771
144,PROD-00144,SKU-0A09C884,BluePeak Laptops This 587,Electronics,Laptops,ClearPath,License,339.36,471.71,39.0,24,349,Discontinued,2019-10-24,14.29,1,2017-04-12T03:09:54.679846,2024-07-14T19:42:10.177056
145,PROD-00145,SKU-2B24D495,OmniTech Audit Contain 491,Consulting,Audit,SwiftLine,Hour,28.67,49.03,71.0,43,489,Active,2024-02-23,3.01,1,2015-08-19T16:57:18.771148,2024-01-21T01:19:14.108040
146,PROD-00146,SKU-A5E00132,SwiftLine AI/ML Audience 376,Cloud Services,AI/ML,BluePeak,Each,1836.49,3066.94,67.0,16,335,Pending,2017-02-28,11.8,1,2015-10-31T10:55:45.914332,2024-05-22T05:01:16.489939
147,PROD-00147,SKU-8D5E957F,ApexWorks Training Alone 420,Consulting,Training,ClearPath,Each,1042.3,1625.99,56.0,43,4,Active,2018-01-31,0.46,1,2017-11-23T14:09:29.023703,2024-11-13T13:07:44.138355
148,PROD-00148,SKU-47D1E990,BluePeak Implementation Different 357,Consulting,Implementation,CoreEdge,Each,1372.57,1866.7,36.0,1,317,Active,2020-07-08,1.8,1,2022-11-21T21:52:08.576555,2024-04-02T17:15:16.591556
149,PROD-00149,SKU-F2217062,PrimeSoft Implementation Significant 233,Consulting,Implementation,NexGen,Hour,1417.61,1729.48,22.0,11,458,Active,2022-05-28,20.9,1,2018-03-13T19:55:16.137474,2024-04-05T13:56:34.657763
150,PROD-00150,SKU-7EF605FC,OmniTech Furniture Firm 383,Office Supplies,Furniture,NexGen,Subscription/Mo,1322.65,1587.18,20.0,16,82,Active,2023-08-25,8.39,1,2022-10-17T03:56:00.073113,2024-01-01T23:23:22.765360
151,PROD-00151,SKU-A8F15EDA,BluePeak Networking Generation 282,Cloud Services,Networking,OmniTech,Each,668.65,795.69,19.0,31,475,Active,2021-01-21,18.35,1,2017-08-27T21:17:48.465643,2024-01-07T02:34:43.390009
152,PROD-00152,SKU-37A749D8,CoreEdge Storage Watch 728,Cloud Services,Storage,NovaSys,GB,292.03,470.17,61.0,45,132,Active,2022-06-18,1.14,1,2021-04-30T16:30:29.528248,2024-12-01T08:59:21.308119
153,PROD-00153,SKU-B3E3E393,OmniTech Support Draw 252,Consulting,Support,TechPro,Each,1555.59,1804.48,16.0,42,199,Active,2022-10-30,4.63,1,2019-07-12T15:30:16.406087,2024-03-23T14:12:00.994618
154,PROD-00154,SKU-1D7F7ABC,OmniTech AI/ML Heavy 589,Cloud Services,AI/ML,NexGen,GB,12.39,19.45,57.0,46,399,Active,2024-12-02,16.25,1,2020-01-22T16:09:46.653843,2024-09-30T15:57:44.197567
155,PROD-00155,SKU-2A79EA27,SwiftLine Networking Scene 441,Cloud Services,Networking,BluePeak,GB,246.8,362.8,47.0,3,323,Active,2022-07-19,11.02,1,2018-10-29T05:19:29.855829,2024-04-23T11:51:50.092246
156,PROD-00156,SKU-1C9AC015,CoreEdge Headphones Trial 280,Electronics,Headphones,ClearPath,Each,1522.1,2009.17,32.0,24,338,Active,2023-08-24,9.04,0,2019-07-06T12:11:25.013939,2024-02-04T22:58:39.744821
157,PROD-00157,SKU-6C4B761A,OmniTech Keyboards Believe 852,Electronics,Keyboards,CoreEdge,License,975.57,1638.96,68.0,2,98,Active,2024-09-10,21.62,1,2023-08-26T07:36:55.252489,2024-01-28T22:42:04.083786
158,PROD-00158,SKU-06409663,BluePeak Networking Represent 611,Cloud Services,Networking,ClearPath,GB,130.67,192.08,47.0,1,18,Active,2016-11-17,1.78,1,2016-05-01T02:48:49.717911,2024-07-07T04:00:04.870147
159,PROD-00159,SKU-140F6969,ClearPath Storage Deal 569,Cloud Services,Storage,ClearPath,License,427.3,658.04,54.0,47,296,Active,2017-09-04,27.75,1,2023-11-23T17:48:38.353828,2024-06-02T03:17:48.587382
160,PROD-00160,SKU-B73CE398,PrimeSoft Security Friend 146,Software,Security,CoreEdge,License,1309.39,1872.43,43.0,0,88,Active,2020-05-06,27.15,1,2015-09-28T01:56:53.542557,2024-03-17T20:58:06.283790
161,PROD-00161,SKU-BD4C9AB7,NovaSys AI/ML Pretty 216,Cloud Services,AI/ML,OmniTech,Hour,345.53,518.29,50.0,39,112,Active,2024-05-10,24.15,0,2022-04-22T01:05:45.603743,2024-05-13T11:20:53.908293
162,PROD-00162,SKU-82AA4B0A,PrimeSoft Furniture Computer 658,Office Supplies,Furniture,ApexWorks,Subscription/Mo,651.85,1134.22,74.0,50,109,Active,2021-12-08,17.83,1,2019-08-09T12:44:57.208624,2024-08-08T10:45:22.306967
163,PROD-00163,SKU-0777D5C1,ApexWorks Laptops Gun 813,Electronics,Laptops,SwiftLine,Hour,551.42,882.27,60.0,10,224,Active,2023-10-08,27.78,1,2022-08-06T08:21:47.360659,2024-01-22T04:28:09.394308
164,PROD-00164,SKU-FA7CDFAD,NexGen CRM Participant 896,Software,CRM,ApexWorks,Each,1583.15,2422.22,53.0,31,41,Active,2020-03-23,0.32,1,2021-08-24T12:39:42.313124,2024-09-04T22:25:40.065929
165,PROD-00165,SKU-9766527F,OmniTech Support Bag 808,Consulting,Support,ApexWorks,License,835.36,1361.64,63.0,9,327,Active,2024-03-01,15.74,0,2024-02-22T16:49:21.882079,2024-07-21T18:20:27.427590
166,PROD-00166,SKU-7E7757B1,ApexWorks ERP How 834,Software,ERP,OmniTech,Hour,1223.02,1430.93,17.0,5,321,Active,2018-04-21,10.5,1,2022-08-09T12:17:19.117762,2024-11-03T06:11:46.400306
167,PROD-00167,SKU-5878A7AB,NovaSys Training Tree 733,Consulting,Training,SwiftLine,Hour,387.85,674.86,74.0,32,112,Discontinued,2016-02-08,23.13,1,2019-05-04T09:37:04.804838,2024-10-04T09:22:46.203477
168,PROD-00168,SKU-006F52E9,OmniTech Paper Could 609,Office Supplies,Paper,ApexWorks,License,391.47,638.1,63.0,42,472,Active,2017-02-24,1.72,1,2016-12-07T19:57:20.598550,2024-11-08T11:54:26.183127
169,PROD-00169,SKU-36366388,OmniTech Pens People 144,Office Supplies,Pens,NovaSys,Each,872.17,1177.43,35.0,34,90,Active,2017-03-15,23.59,0,2020-01-06T05:52:54.054837,2024-12-15T09:09:10.414608
170,PROD-00170,SKU-149E9677,OmniTech Implementation Benefit 706,Consulting,Implementation,PrimeSoft,Subscription/Mo,146.36,188.8,29.0,26,101,Active,2020-06-23,6.98,1,2021-09-29T23:07:39.469257,2024-01-16T00:36:13.028349
171,PROD-00171,SKU-A4A042CF,CoreEdge Pens Around 484,Office Supplies,Pens,CoreEdge,Each,200.64,319.02,59.0,30,299,Discontinued,2024-12-04,1.72,0,2024-01-17T05:15:31.817353,2024-01-24T19:13:45.397553
172,PROD-00172,SKU-1FF8A7B5,NexGen ERP Evening 482,Software,ERP,ApexWorks,GB,1856.13,2635.7,42.0,46,99,Active,2023-08-30,29.27,1,2016-10-12T05:47:26.913020,2024-02-16T12:45:22.507066
173,PROD-00173,SKU-F7E6C855,BluePeak Pens Policy 239,Office Supplies,Pens,NovaSys,GB,69.03,102.85,49.0,29,214,Active,2024-10-26,22.83,1,2016-08-18T02:48:16.815003,2024-11-30T18:58:11.469749
174,PROD-00174,SKU-BF822969,PrimeSoft Printers Board 274,Office Supplies,Printers,PrimeSoft,Hour,317.79,518.0,63.0,14,44,Discontinued,2021-11-21,25.72,0,2023-04-02T14:25:31.878026,2024-07-29T04:03:54.539376
175,PROD-00175,SKU-82161242,TechPro Productivity Size 847,Software,Productivity,NexGen,License,949.61,1357.94,43.0,15,167,Discontinued,2023-05-31,17.43,1,2024-03-17T14:23:27.949705,2024-11-05T23:58:29.496071
176,PROD-00176,SKU-38AF8613,OmniTech Implementation Though 851,Consulting,Implementation,ClearPath,Each,838.45,989.37,18.0,27,271,Discontinued,2020-11-16,14.43,1,2023-09-12T17:52:57.941163,2024-03-04T11:02:52.408001
177,PROD-00177,SKU-96DA2F59,TechPro Networking Myself 809,Cloud Services,Networking,NexGen,License,484.82,722.38,49.0,8,183,Active,2018-02-22,7.25,1,2019-06-12T20:00:19.259932,2024-03-11T16:59:53.284204
178,PROD-00178,SKU-8F855179,OmniTech Headphones Believe 978,Electronics,Headphones,PrimeSoft,Hour,1339.73,1674.66,25.0,1,499,Discontinued,2024-11-25,13.97,1,2017-10-13T23:47:17.986289,2024-05-26T23:27:21.372605
179,PROD-00179,SKU-8F53295A,OmniTech Compute Debate 820,Cloud Services,Compute,TechPro,Each,1580.77,2165.65,37.0,24,457,Active,2017-06-30,15.97,1,2018-02-16T22:01:35.892049,2024-08-22T15:32:21.886986
180,PROD-00180,SKU-045117B0,PrimeSoft Database Him 913,Cloud Services,Database,CoreEdge,Each,1397.62,2124.38,52.0,39,450,Active,2016-12-15,22.1,1,2015-07-05T14:47:04.993852,2024-01-23T23:23:14.954715
181,PROD-00181,SKU-FC221309,SwiftLine Support Dog 576,Consulting,Support,PrimeSoft,Each,1776.52,2167.35,22.0,23,187,Active,2015-05-23,19.48,1,2015-07-22T12:13:10.621868,2024-04-22T11:25:37.774785
182,PROD-00182,SKU-4C5BDE74,ClearPath Training Action 216,Consulting,Training,OmniTech,Hour,281.12,379.51,35.0,44,107,Active,2019-07-01,9.68,1,2020-01-07T09:09:18.489001,2024-09-02T20:22:35.520631
183,PROD-00183,SKU-CEDEBB6E,SwiftLine Audit Black 563,Consulting,Audit,OmniTech,Hour,557.9,663.9,19.0,33,424,Active,2023-12-08,14.16,1,2020-10-21T14:54:31.572970,2024-11-21T00:11:11.474282
184,PROD-00184,SKU-6CDD60EA,NovaSys AI/ML Involve 292,Cloud Services,AI/ML,OmniTech,Each,739.45,1146.15,55.0,5,200,Active,2018-08-09,8.72,1,2020-03-03T02:42:18.321777,2024-08-30T21:26:49.402082
185,PROD-00185,SKU-EECCA5B6,OmniTech Monitors Form 254,Electronics,Monitors,CoreEdge,Hour,555.51,872.15,57.0,40,11,Active,2018-03-13,12.55,1,2018-10-30T21:45:55.923898,2024-11-03T05:22:45.297882
186,PROD-00186,SKU-9872ED9F,TechPro Database Lay 398,Cloud Services,Database,CoreEdge,Each,843.16,1340.62,59.0,1,446,Active,2017-05-16,25.06,1,2022-07-14T22:57:52.875328,2024-04-29T03:30:39.898990
187,PROD-00187,SKU-31FEFC0E,SwiftLine AI/ML Various 597,Cloud Services,AI/ML,PrimeSoft,Hour,688.87,1060.86,54.0,35,227,Discontinued,2018-01-13,9.19,1,2022-05-17T00:44:27.917909,2024-09-28T13:34:26.608825
188,PROD-00188,SKU-9DCB88E0,SwiftLine Pens Create 395,Office Supplies,Pens,TechPro,License,1579.59,2037.67,29.0,22,145,Discontinued,2020-12-22,28.69,1,2015-12-04T23:40:51.684609,2024-05-28T19:39:33.121710
189,PROD-00189,SKU-A2557A7B,ApexWorks Support Positive 265,Consulting,Support,CoreEdge,Each,368.65,464.5,26.0,2,162,Pending,2023-07-30,3.88,1,2020-08-18T08:29:38.179825,2024-05-04T21:28:49.003787
190,PROD-00190,SKU-CFECDB27,SwiftLine Pens Around 452,Office Supplies,Pens,ApexWorks,Subscription/Mo,414.28,650.42,57.0,28,276,Active,2019-03-03,16.06,1,2021-06-11T18:36:10.998075,2024-12-08T04:28:27.884939
191,PROD-00191,SKU-0AA1883C,OmniTech Headphones Whose 427,Electronics,Headphones,ApexWorks,Each,1862.48,2998.59,61.0,47,279,Pending,2022-05-03,10.01,1,2015-12-21T03:27:26.231605,2024-06-02T11:34:45.419853
192,PROD-00192,SKU-58A2FC6E,PrimeSoft Database Book 782,Cloud Services,Database,ApexWorks,Hour,1939.36,3102.98,60.0,46,464,Discontinued,2024-03-05,10.23,1,2022-01-17T02:30:43.711142,2024-12-25T11:39:55.778169
193,PROD-00193,SKU-BD686FD6,BluePeak Storage Husband 125,Cloud Services,Storage,NexGen,Hour,283.15,419.06,48.0,14,228,Active,2021-11-24,2.87,1,2015-11-17T19:14:32.631634,2024-01-22T13:08:39.124796
194,PROD-00194,SKU-A597E505,BluePeak Training Some 300,Consulting,Training,TechPro,Each,1168.95,1496.26,28.0,34,434,Discontinued,2023-11-18,20.34,1,2023-01-01T12:56:43.001154,2024-09-22T23:25:19.819885
195,PROD-00195,SKU-0336DCBA,PrimeSoft Audit Provide 623,Consulting,Audit,TechPro,Subscription/Mo,392.93,526.53,34.0,25,75,Discontinued,2016-04-28,11.15,1,2021-04-03T00:35:53.312128,2024-02-19T01:02:06.264768
196,PROD-00196,SKU-084B6FBB,OmniTech Keyboards Sister 995,Electronics,Keyboards,ClearPath,Each,693.12,921.85,33.0,13,372,Discontinued,2016-03-27,22.27,0,2020-01-16T17:55:33.553814,2024-06-01T18:28:12.285276
197,PROD-00197,SKU-85D8CE59,NexGen Database Most 846,Cloud Services,Database,NexGen,License,331.76,527.5,59.0,37,306,Active,2024-04-01,4.39,1,2016-06-06T12:55:46.016462,2024-01-31T15:23:05.495031
198,PROD-00198,SKU-0E65972D,PrimeSoft AI/ML Talk 874,Cloud Services,AI/ML,NexGen,Each,1973.34,2348.27,19.0,0,209,Active,2019-12-29,12.49,0,2023-09-26T22:43:59.773169,2024-05-27T04:07:13.919880
199,PROD-00199,SKU-84D9EE44,BluePeak Training Rate 667,Consulting,Training,OmniTech,Each,402.52,664.16,65.0,19,427,Pending,2022-10-27,9.19,0,2022-11-13T19:52:43.745104,2024-07-27T01:32:05.692917
200,PROD-00200,SKU-3644A684,BluePeak CRM I 755,Software,CRM,OmniTech,Each,1583.48,1963.52,24.0,41,340,Active,2024-07-18,12.57,0,2015-04-15T19:26:56.235316,2024-03-11T20:10:02.311558
201,PROD-00201,SKU-757B505C,NovaSys CRM Experience 713,Software,CRM,SwiftLine,Hour,243.11,320.91,32.0,30,289,Discontinued,2019-12-19,26.06,0,2022-07-12T22:20:25.616003,2024-09-16T06:43:47.332909
202,PROD-00202,SKU-854D6FAE,BluePeak Keyboards Skill 266,Electronics,Keyboards,PrimeSoft,Each,1027.49,1541.24,50.0,9,163,Discontinued,2015-01-15,26.36,1,2018-04-02T08:36:02.215657,2024-03-25T07:47:08.640201
203,PROD-00203,SKU-E2C0BE24,SwiftLine Pens Recently 149,Office Supplies,Pens,BluePeak,Subscription/Mo,110.51,151.4,37.0,33,327,Active,2022-12-30,15.46,1,2020-12-18T02:22:26.978173,2024-12-08T22:27:17.203647
204,PROD-00204,SKU-274AD478,SwiftLine Webcams Property 946,Electronics,Webcams,BluePeak,Subscription/Mo,1506.49,2229.61,48.0,43,357,Active,2018-07-08,2.97,1,2016-03-21T08:55:40.532879,2024-02-18T13:21:59.205514
205,PROD-00205,SKU-EAE27D77,OmniTech CRM Product 521,Software,CRM,SwiftLine,License,278.21,367.24,32.0,6,111,Active,2019-07-23,15.15,1,2021-08-16T04:42:27.693907,2024-02-27T18:59:57.432815
206,PROD-00206,SKU-7EABE3A1,ClearPath Strategy Allow 829,Consulting,Strategy,ClearPath,Each,1380.86,2375.08,72.0,26,235,Active,2015-06-20,3.59,1,2021-01-28T11:46:50.276475,2024-06-18T13:38:59.564394
207,PROD-00207,SKU-69ADC1E1,ApexWorks Headphones Through 936,Electronics,Headphones,OmniTech,Hour,699.68,1091.5,56.0,33,390,Active,2017-09-03,5.25,1,2018-03-13T21:15:05.552820,2024-06-29T13:32:57.363764
208,PROD-00208,SKU-091D584F,ApexWorks Laptops Career 804,Electronics,Laptops,CoreEdge,Subscription/Mo,448.6,744.68,66.0,8,107,Active,2017-07-16,29.44,0,2016-10-20T03:17:37.346625,2024-06-18T11:42:01.126125
209,PROD-00209,SKU-B1D10E7B,NexGen Laptops Can 143,Electronics,Laptops,CoreEdge,Each,42.52,61.23,44.0,2,406,Pending,2016-06-12,17.84,0,2018-04-17T10:33:36.712347,2024-04-18T01:24:07.399694
210,PROD-00210,SKU-6F3EF77A,TechPro Keyboards Cultural 872,Electronics,Keyboards,NovaSys,Each,91.35,121.5,33.0,38,105,Pending,2024-01-04,27.05,1,2022-08-22T09:52:45.225533,2024-05-01T05:06:30.900684
211,PROD-00211,SKU-EB163727,BluePeak Paper Music 693,Office Supplies,Paper,SwiftLine,Subscription/Mo,186.1,308.93,66.0,10,437,Pending,2023-11-05,23.45,1,2022-07-23T23:20:48.071738,2024-01-09T10:37:46.502609
212,PROD-00212,SKU-1534B76D,TechPro Strategy Wonder 641,Consulting,Strategy,CoreEdge,License,141.33,231.78,64.0,18,87,Pending,2016-06-22,0.23,1,2020-12-12T14:18:02.923153,2024-07-07T20:37:05.282173
213,PROD-00213,SKU-979D472A,PrimeSoft Productivity Admit 289,Software,Productivity,OmniTech,Each,1703.34,2435.78,43.0,11,427,Active,2023-01-22,29.44,0,2015-06-01T00:48:04.884811,2024-07-21T04:26:25.357509
214,PROD-00214,SKU-CA46C1B9,SwiftLine Productivity Consumer 226,Software,Productivity,OmniTech,Each,458.97,559.94,22.0,33,69,Discontinued,2022-11-29,22.89,1,2022-10-31T09:36:33.953839,2024-04-05T22:42:10.079280
215,PROD-00215,SKU-3B8A6142,NexGen Implementation Kid 390,Consulting,Implementation,OmniTech,Hour,169.08,245.17,45.0,47,159,Discontinued,2022-10-31,6.85,0,2022-12-23T12:21:54.821562,2024-11-20T10:12:56.290483
216,PROD-00216,SKU-45FBC6D3,OmniTech Furniture Everyone 795,Office Supplies,Furniture,SwiftLine,License,381.63,454.14,19.0,0,345,Discontinued,2019-07-06,20.2,0,2022-07-30T04:03:58.885886,2024-09-10T11:42:39.604971
217,PROD-00217,SKU-63DC7ED1,ApexWorks AI/ML Policy 504,Cloud Services,AI/ML,NexGen,Hour,1318.8,1582.56,20.0,6,379,Active,2024-08-28,2.03,1,2015-05-24T06:17:19.498855,2024-07-31T02:57:31.715808
218,PROD-00218,SKU-E96ED478,NovaSys Pens Even 338,Office Supplies,Pens,NexGen,GB,1191.95,2073.99,74.0,17,391,Pending,2023-09-15,17.85,0,2020-12-22T06:24:03.023968,2024-12-21T18:30:28.424568
219,PROD-00219,SKU-C0E190D8,OmniTech Furniture Pattern 623,Office Supplies,Furniture,BluePeak,License,1335.02,2296.23,72.0,49,232,Active,2020-01-19,3.75,0,2019-02-07T04:56:22.195130,2024-12-18T10:26:12.000908
220,PROD-00220,SKU-EC8CE6AB,NovaSys Compute Event 855,Cloud Services,Compute,TechPro,Each,1258.6,1548.08,23.0,31,347,Active,2017-01-15,29.16,0,2015-11-19T11:15:54.553617,2024-05-22T08:21:00.775028
221,PROD-00221,SKU-060AD924,NovaSys Support Product 878,Consulting,Support,NovaSys,Hour,309.71,470.76,52.0,49,252,Discontinued,2023-05-30,6.14,0,2019-01-23T15:16:58.806809,2024-02-19T05:46:29.837731
222,PROD-00222,SKU-BCBE3365,ClearPath AI/ML Myself 659,Cloud Services,AI/ML,TechPro,Each,527.02,716.75,36.0,27,450,Active,2020-08-02,11.57,1,2019-12-31T13:40:06.161607,2024-12-05T04:32:14.820801
223,PROD-00223,SKU-115F8950,ClearPath Networking Level 775,Cloud Services,Networking,BluePeak,License,922.01,1078.75,17.0,31,220,Active,2022-04-12,9.44,0,2018-08-02T23:21:44.887204,2024-06-04T18:11:20.257470
224,PROD-00224,SKU-13FE9D84,ClearPath Storage Which 801,Cloud Services,Storage,ClearPath,Hour,1139.87,1641.41,44.0,30,243,Pending,2024-10-06,25.65,1,2020-11-14T00:16:14.091166,2024-03-27T23:33:41.219014
225,PROD-00225,SKU-D1C38A09,PrimeSoft Database Describe 792,Cloud Services,Database,SwiftLine,Subscription/Mo,991.91,1716.0,73.0,20,31,Active,2018-11-22,17.75,1,2024-01-11T22:30:15.909426,2024-06-01T12:12:32.597074
226,PROD-00226,SKU-9CFDF10E,SwiftLine Binders Career 489,Office Supplies,Binders,NovaSys,GB,1620.06,2430.09,50.0,22,182,Discontinued,2023-11-07,10.6,1,2016-04-19T18:16:00.018139,2024-08-04T12:25:22.020425
227,PROD-00227,SKU-705F2172,NovaSys ERP Usually 989,Software,ERP,BluePeak,Each,1297.93,1959.87,51.0,21,86,Active,2015-11-19,16.2,1,2015-12-02T22:41:14.007377,2024-09-23T01:13:48.495143
228,PROD-00228,SKU-74DB120F,BluePeak Networking Daughter 120,Cloud Services,Networking,OmniTech,Hour,1138.26,1923.66,69.0,1,162,Discontinued,2020-07-23,17.15,1,2015-02-01T08:51:11.888356,2024-04-12T06:37:13.093764
229,PROD-00229,SKU-57AEEE35,CoreEdge Implementation Then 444,Consulting,Implementation,OmniTech,Hour,1617.61,1957.31,21.0,48,341,Active,2020-11-21,5.08,1,2021-04-07T08:12:33.357869,2024-06-12T16:20:59.602905
230,PROD-00230,SKU-6DA9003B,NovaSys Furniture Us 960,Office Supplies,Furniture,ClearPath,License,407.51,623.49,53.0,18,135,Active,2015-10-18,8.99,0,2020-06-08T17:45:42.953983,2024-01-06T15:28:57.295387
